*****
Restart2021-01-22T09:15:12.449800

09:15:12.450685	621
09:15:14.538660	1992
09:15:15.468777	1873
09:15:16.422740	2294
09:15:16.537640	1745
09:15:17.311741	2296
09:15:17.426665	2067
09:15:18.179757	2148
09:15:18.294666	1249
09:15:18.405633	11710
09:15:18.515647	12411
09:15:18.626663	12912
09:15:18.736667	13113
09:15:18.847660	13314
09:15:18.957667	12815
09:15:19.068661	12316
*****
Restart: 2021-01-22T09:16:05.527423

09:16:07.235402	2151
09:16:07.349258	1272
09:16:07.460256	1103
09:16:07.571307	1054
09:16:07.681252	1075
09:16:07.792269	1086
09:16:07.902255	1077
09:16:08.013264	1088
09:16:08.123312	1249
*****
Restart: 2021-01-22T09:17:36.593320
Threshold=23009:17:36.596739	61
09:17:39.422285	2102
09:17:39.533429	1553
09:17:40.114338	2024
09:17:40.229221	1785
09:17:40.921364	2246
09:17:41.036229	1127
*****
Restart: 2021-01-22T09:19:05.911153
Threshold=230

09:19:05.912063	41
09:19:05.912402	32
09:19:06.917965	33
09:19:11.761123	2294
09:19:11.872211	2155
09:19:11.982214	2066
09:19:13.264069	2267
09:19:13.375176	2218
09:19:14.051031	2269
09:19:14.817183	22510
09:19:14.931092	18911
09:19:15.263311	22412
*****
Restart: 2021-01-22T09:20:33.251865
Threshold=230

09:20:35.609785	2261
09:20:35.719858	1412
09:20:36.313777	2183
09:20:36.424826	1754
09:20:37.015012	2235
09:20:37.128828	1986
09:20:37.534891	2277
09:20:37.649780	1168
09:20:37.755936	1369
09:20:37.866938	12710
09:20:37.980784	11711
09:20:38.091788	11512
09:20:38.201789	12113
09:20:38.312793	21314
End data stream
*****
*****
Restart: 2021-01-22T09:23:43.464256
Threshold=230

09:23:46.589470	2121
09:23:48.395574	2222
09:23:48.948529	2213
09:23:49.481556	2284
09:23:49.596448	1965
09:23:49.706468	1896
09:23:49.817472	1927
09:23:49.923640	1928
09:23:50.034633	1939
09:23:50.144651	19410
09:23:50.259476	19411
09:23:50.370484	19312
09:23:50.480544	21013
End data stream
*****
*****
Restart: 2021-01-22T09:24:20.092155
Threshold=230

09:24:20.093104	81
09:24:20.095962	82
End data stream
*****
*****
Restart: 2021-01-22T10:47:25.854297
Threshold=230

End data stream
*****
*****
Restart: 2021-01-22T10:48:38.642467
Threshold=230

End data stream
*****
*****
Restart: 2021-01-22T10:50:45.204741
Threshold=230

End data stream
*****
*****
Restart: 2021-01-22T10:51:49.647107
Threshold=230

End data stream
*****
*****
Restart: 2021-01-22T11:04:51.111701
Threshold=230

End data stream
*****
*****
Restart: 2021-01-22T11:06:11.408949
Threshold=230

End data stream
*****
*****
Restart: 2021-01-22T11:40:12.936466
Threshold=230170

*****
Restart: 2021-01-22T11:45:21.921239
Threshold=230170

End data stream
*****
*****
Restart: 2021-01-22T11:48:14.516912
Threshold=230170

End data stream
*****
*****
Restart: 2021-01-22T11:52:39.218036
Threshold=230170

End data stream
*****
*****
Restart: 2021-01-22T11:53:11.848610
Threshold=230170

*****
Restart: 2021-01-22T11:54:20.875631
Threshold=230170

End data stream
*****
*****
Restart: 2021-01-22T11:55:16.090631
Threshold=230170

End data stream
*****
*****
Restart: 2021-01-22T15:32:19.194819
Threshold=230170

End data stream
*****
*****
Restart: 2021-01-22T15:35:19.272494
Threshold0=230	Threshold1=170

End data stream
*****
*****
Restart: 2021-01-22T15:39:58.321793
Threshold0=230	Threshold1=170

End data stream
*****
*****
Restart: 2021-01-22T22:06:32.597886
Threshold0=230	Threshold1=170

*****
Restart: 2021-01-22T22:08:58.470004
Threshold0=230	Threshold1=170

2021-01-22T22:08:58.472311	1023	0	1023	0
2021-01-22T22:08:58.473291	1023	0	1023	0
2021-01-22T22:08:58.474368	1023	0	1023	0
2021-01-22T22:08:58.475333	1023	0	1023	0
2021-01-22T22:08:58.476364	1023	0	1023	0
2021-01-22T22:08:58.477395	1023	0	1023	0
2021-01-22T22:08:58.478360	1023	0	1023	0
2021-01-22T22:09:00.089937	1023	0	1023	0
2021-01-22T22:09:00.188097	1023	0	1023	0
2021-01-22T22:09:00.289987	1023	0	1023	0
2021-01-22T22:09:00.389112	1023	0	1023	0
2021-01-22T22:09:00.491039	1023	0	1023	0
2021-01-22T22:09:00.593932	1023	0	1023	0
2021-01-22T22:09:00.692092	1023	0	1023	0
2021-01-22T22:09:00.794000	1023	0	1023	0
2021-01-22T22:09:00.893101	1023	0	1023	0
2021-01-22T22:09:00.995046	1023	0	1023	0
2021-01-22T22:09:01.096948	1023	0	1023	0
2021-01-22T22:09:01.196102	1023	0	1023	0
2021-01-22T22:09:01.297935	1023	0	1023	0
2021-01-22T22:09:01.396208	1023	0	1023	0
2021-01-22T22:09:01.499066	1023	0	1023	0
2021-01-22T22:09:01.600921	1023	0	1023	0
2021-01-22T22:09:01.699069	1023	0	1023	0
2021-01-22T22:09:01.802006	1023	0	1023	0
2021-01-22T22:09:01.900107	1023	0	1023	0
2021-01-22T22:09:02.002065	1023	0	1023	0
2021-01-22T22:09:02.104958	1023	0	1023	0
2021-01-22T22:09:02.203074	1023	0	1023	0
2021-01-22T22:09:02.306015	1023	0	1023	0
2021-01-22T22:09:02.404114	1023	0	1023	0
2021-01-22T22:09:02.506071	1023	0	1023	0
2021-01-22T22:09:02.609072	1023	0	1023	0
2021-01-22T22:09:02.707089	1023	0	1023	0
2021-01-22T22:09:02.809065	1023	0	1023	0
2021-01-22T22:09:02.908167	1023	0	1023	0
2021-01-22T22:09:03.010125	1023	0	1023	0
2021-01-22T22:09:03.111992	1023	0	1023	0
2021-01-22T22:09:03.211147	1023	0	1023	0
2021-01-22T22:09:03.313038	1023	0	1023	0
2021-01-22T22:09:03.411145	1023	0	1023	0
2021-01-22T22:09:03.514110	1023	0	1023	0
2021-01-22T22:09:03.615994	1023	0	1023	0
2021-01-22T22:09:03.714096	1023	0	1023	0
2021-01-22T22:09:03.817014	1023	0	1023	0
2021-01-22T22:09:03.915169	1023	0	1023	0
2021-01-22T22:09:04.018121	1023	0	1023	0
2021-01-22T22:09:04.120008	1023	0	1023	0
2021-01-22T22:09:04.218157	1023	0	1023	0
2021-01-22T22:09:04.321065	1023	0	1023	0
2021-01-22T22:09:04.419159	1023	0	1023	0
2021-01-22T22:09:04.521074	1023	0	1023	0
2021-01-22T22:09:04.624005	1023	0	1023	0
2021-01-22T22:09:04.722114	1023	0	1023	0
2021-01-22T22:09:04.824097	1023	0	1023	0
2021-01-22T22:09:04.923194	1023	0	1023	0
2021-01-22T22:09:05.025147	1023	0	1023	0
End data stream
*****
*****
Restart: 2021-01-22T22:09:46.380024
Threshold0=230	Threshold1=170

2021-01-22T22:09:46.382459	83	1	56	1
2021-01-22T22:09:46.383246	82	2	55	2
2021-01-22T22:09:46.384067	83	3	55	3
2021-01-22T22:09:46.384844	83	4	55	4
2021-01-22T22:09:46.385617	82	5	54	5
2021-01-22T22:09:46.386387	83	6	55	6
2021-01-22T22:09:47.994089	81	7	54	7
2021-01-22T22:09:48.097010	83	8	54	8
2021-01-22T22:09:48.195127	84	9	54	9
2021-01-22T22:09:48.298066	84	10	55	10
2021-01-22T22:09:48.400011	85	11	55	11
2021-01-22T22:09:48.498179	84	12	55	12
2021-01-22T22:09:48.601075	85	13	55	13
2021-01-22T22:09:48.703032	85	14	55	14
2021-01-22T22:09:48.801201	83	15	55	15
2021-01-22T22:09:48.904088	84	16	55	16
2021-01-22T22:09:49.006032	84	17	54	17
2021-01-22T22:09:49.104117	83	18	54	18
2021-01-22T22:09:49.207085	84	19	55	19
2021-01-22T22:09:49.308999	85	20	55	20
2021-01-22T22:09:49.407137	84	21	55	21
2021-01-22T22:09:49.510106	85	22	55	22
2021-01-22T22:09:49.612122	85	23	55	23
2021-01-22T22:09:49.711144	84	24	55	24
2021-01-22T22:09:49.813093	83	25	54	25
2021-01-22T22:09:49.915091	84	26	55	26
2021-01-22T22:09:50.014140	84	27	55	27
2021-01-22T22:09:50.116127	83	28	55	28
2021-01-22T22:09:50.218029	85	29	55	29
2021-01-22T22:09:50.317174	85	30	55	30
2021-01-22T22:09:50.419044	83	31	55	31
2021-01-22T22:09:50.521108	84	32	55	32
2021-01-22T22:09:50.620106	84	33	54	33
2021-01-22T22:09:50.722056	83	34	54	34
2021-01-22T22:09:50.825003	85	35	55	35
2021-01-22T22:09:50.923161	85	36	55	36
2021-01-22T22:09:51.025208	84	37	55	37
2021-01-22T22:09:51.128027	85	38	55	38
2021-01-22T22:09:51.226169	85	39	55	39
2021-01-22T22:09:51.328060	84	40	55	40
2021-01-22T22:09:51.431016	82	41	54	41
2021-01-22T22:09:51.529126	83	42	55	42
2021-01-22T22:09:51.631078	84	43	55	43
2021-01-22T22:09:51.734039	83	44	54	44
End data stream
*****
*****
Restart: 2021-01-22T22:18:47.085718
Threshold0=230	Threshold1=170

2021-01-22T22:18:47.087894	97	1	1023	0
2021-01-22T22:18:47.089136	347	1	1023	0
2021-01-22T22:18:47.090013	346	1	1023	0
2021-01-22T22:18:47.090877	347	1	1023	0
2021-01-22T22:18:47.091802	114	2	1023	0
2021-01-22T22:18:47.092642	97	3	1023	0
2021-01-22T22:18:48.701752	346	3	1023	0
2021-01-22T22:18:48.804575	346	3	1023	0
2021-01-22T22:18:48.906476	346	3	1023	0
2021-01-22T22:18:49.005583	128	4	1023	0
